9282	608
1150	886
5258	1015
5325	1342
9934	1375
4890	1073
8436	932
1426	1876
2496	1903
2970	1974
1855	1203
9708	1859
2949	1544
7336	2040
3852	1267
9195	1745
8344	483
3144	1795
8264	1281
1086	1981
6107	851
5142	626
4836	2442
6521	1989
1356	2470
5268	2068
1053	1392
5676	1257
9461	1200
8757	2139
3477	2441
5354	2005
7504	1086
1702	547
1180	1506
8970	2046
4427	649
7719	1365
8119	1043
6133	736
9404	494
2195	1937
2852	1312
4530	1687
6554	512
2647	2324
9132	488
3736	1945
8146	1235
1002	1048
3918	1545
6706	2211
4318	952
6460	2367
5346	691
9306	2127
8752	1983
8694	2061
9363	1574
8005	1129
3099	1087
1268	1220
7395	1103
5368	1629
3045	1442
7990	2219
2307	519
5346	813
8603	1442
7149	2426
2528	1572
1031	2011
2528	1733
9515	1896
1815	1951
9934	1348
9153	665
9390	2086
5749	2440
2811	1578
7738	1480
1233	1228
6182	493
9337	1301
1651	966
1546	1045
9889	1364
5124	570
1379	998
5856	809
