3948	2347
7205	1103
6988	1982
9361	2320
1374	1565
4999	2480
1021	705
1021	1513
4003	1833
5966	1847
8295	1094
4059	955
7125	1370
2084	980
4963	2215
6634	2303
3504	924
9566	783
1323	832
7127	2369
4398	2409
7545	1919
3456	2056
6534	1194
2066	1242
7830	1319
1906	2077
7352	670
4722	2494
4763	943
8316	1858
8231	1706
2219	1120
5430	739
9803	853
5651	1047
4405	912
8250	491
7454	2156
1564	1818
9801	1914
9095	916
6032	1226
2567	2234
2988	820
9272	2138
1138	1163
1688	2013
5207	2385
7772	898
6787	734
7587	499
3139	1009
3859	1271
4836	2140
1261	1649
4780	1488
2551	2325
4684	1285
2521	1725
3291	1847
5226	1785
6555	2092
1793	702
3442	1836
9620	899
4220	2453
8684	1283
3836	1754
6971	880
5629	1023
4007	1473
4548	1087
7636	1291
8331	1215
3138	1973
3844	2012
7285	1223
5228	609
9710	2421
3827	1042
3923	1620
7914	525
4818	1890
5545	1071
4250	523
9747	2389
4780	2062
2751	1716
2646	1504
4081	972
4098	1692
8926	1109
5262	1362
2292	2265
7587	816
6498	2231
2388	797
8285	1780
9093	855
9373	758
7457	1324
5639	831
8902	725
9255	2138
5724	1632
8073	1249
4689	1122
8940	1211
9016	1123
4889	660
3268	1027
2127	1621
5948	1149
5032	1327
9825	1582
8988	766
1760	843
2680	1179
7430	2132
2467	746
7362	2408
6484	1043
8299	747
7260	558
992	1801
9860	934
1952	1393
6711	1763
2622	2037
1920	2471
4382	790
3602	1862
4562	1615
9375	555
1396	1945
5319	1204
7893	807
7314	1072
3192	1575
2370	2091
3033	1229
1416	527
9729	2133
6428	782
7266	1336
7432	1492
8931	769
9479	1658
3739	1477
7948	2277
4832	548
7671	1411
5868	1979
8314	2286
4819	2148
5340	709
4359	1096
3819	663
9813	808
5600	1133
9673	2195
7689	1584
8386	836
6367	644
6571	939
2902	1440
3694	892
4871	2491
8488	1005
2593	1815
3110	1267
3671	1762
5443	494
8202	544
7666	874
1146	1278
3178	1251
6351	1602
1122	1457
9719	1999
3647	2376
1803	2003
5658	1732
8923	2373
4192	1721
9931	1030
6855	1205
8924	743
4548	916
8744	1772
2334	650
6166	1550
1866	1730
1578	1901
9622	1093
2565	1596
7899	662
6028	1471
8632	931
4048	2341
1080	2133
9391	1243
2552	555
994	2460
7031	721
4314	1089
8982	2185
8780	1756
1360	1279
4069	1977
4299	2136
4639	1899
8610	1440
7760	1809
4184	697
1933	1659
9265	563
5958	471
1403	1429
4281	1083
7351	2146
9200	2363
7466	1548
8156	2009
3121	507
7512	1434
3805	1410
9544	2354
9492	631
5153	1390
9977	1964
3834	2366
8266	2243
8123	469
8993	2292
5445	758
1880	1161
1233	1412
6086	1148
4391	916
6616	1159
1733	2194
5757	2346
3936	745
8002	1531
4791	1267
925	1734
9471	774
3836	798
3300	1805
2158	2347
3054	1870
1951	2365
7710	875
3678	1187
8360	1993
4605	2023
2598	1946
2069	1179
1332	2254
5647	556
7668	2007
5186	1757
4260	2411
4934	1932
8270	1040
1550	649
7852	1592
3691	2101
899	2346
3430	465
8122	1646
7953	803
5040	1436
8465	1280
2590	2332
5115	1293
8706	1243
7725	1027
3537	2409
8628	1846
6636	1471
4645	2263
1176	1752
4761	1375
3011	1336
7082	1830
9455	1345
9019	1212
7530	1293
4315	824
7852	647
9247	2138
6801	2357
1563	1841
1471	1397
6503	638
8316	801
6407	1130
9876	1310
5944	943
2743	2196
5794	962
4506	1536
4627	1272
6509	2397
6046	866
9125	2118
8086	1268
2319	1614
9050	1120
4673	1664
7386	1214
4983	2234
7300	916
1394	994
3144	1363
6731	1930
6273	1656
6544	2415
1394	625
5953	555
3510	698
7336	638
5321	2328
4022	1731
6151	973
6242	1890
7218	744
1433	889
8859	2041
4009	1739
1782	2476
3750	2134
8533	1340
2451	1558
7524	954
6729	1468
4918	1522
1824	2263
3295	547
4870	1847
7642	2334
9128	1923
4566	800
7057	1370
6630	1340
3461	1161
3361	2091
8417	1650
8888	1051
9761	2415
7503	570
2518	754
8000	826
2662	818
9536	2388
5337	1271
9194	1842
8151	2225
8502	682
2440	1390
5503	2210
8975	506
4962	962
9416	847
9283	1726
4412	1041
5494	2027
9316	1354
4458	1108
7219	881
4017	886
5045	2154
9237	1300
1309	1097
9363	2287
4593	1958
6155	914
4861	1808
7368	852
5802	2344
7538	1556
7926	1297
5854	1901
1586	2369
5233	1894
8848	2192
7633	848
3666	1627
5486	1682
7855	530
6401	533
4521	2414
3871	1810
8257	1660
9312	1757
1992	2277
2137	1172
8298	1981
7489	2352
9801	1221
5566	1696
6259	2189
2385	1272
8405	1142
8340	606
4098	2181
6354	2434
4324	1703
5841	1098
3682	1053
9813	797
1105	1981
4568	803
5285	2318
7898	2232
6121	1509
8043	1114
7678	712
8732	915
6058	2299
9821	1914
4329	836
7788	863
9933	1501
4538	1275
9460	2125
5571	811
1495	1297
3291	914
7737	1583
4254	944
5257	684
3865	1085
8508	1042
4095	1489
2773	1687
5471	2102
4068	735
9063	1269
3982	2233
6386	476
4171	2180
6651	2340
9500	1833
9266	780
7311	1848
2744	1071
9614	1030
2616	1423
2221	1566
8725	1598
2477	948
1131	1267
4079	725
3330	544
1024	861
7029	629
4275	2021
9132	1057
2132	1016
4649	1479
7024	785
6709	1308
4984	1218
2919	629
7822	1541
2886	464
8867	973
6525	1457
7354	1262
6461	1413
1574	1026
4566	700
6744	1069
6086	820
5004	974
2915	2212
7407	2475
5008	2198
9286	1819
9984	1523
3805	618
2111	2178
8043	1797
6041	869
4449	2169
6929	2270
2218	1589
4967	494
5683	1111
8598	876
1856	2240
2858	1059
9608	2288
2633	1482
9037	831
4046	1729
