536	27
587	225
620	2
727	188
24	165
266	345
356	432
505	398
682	394
590	375
407	311
63	413
646	173
413	313
657	353
671	285
172	181
312	205
207	449
183	216
889	225
693	223
890	45
756	412
471	173
291	118
723	256
759	55
335	111
893	301
651	370
570	7
412	73
447	52
370	340
67	10
293	390
791	441
211	334
732	141
565	378
377	109
136	414
343	212
217	389
646	9
635	9
282	374
467	132
93	1
843	87
961	375
700	11
463	322
703	331
946	201
804	17
126	220
536	353
937	198
26	19
326	235
834	198
103	255
193	447
275	419
394	56
831	58
229	261
912	369
374	78
240	265
534	249
573	332
871	401
505	71
306	141
846	107
527	150
26	422
793	142
50	74
867	241
923	230
727	382
391	116
398	348
844	298
590	105
394	339
592	339
31	224
932	251
686	86
80	237
706	221
296	106
611	233
817	389
490	152
629	207
866	122
370	329
228	253
111	267
236	339
238	445
197	392
315	92
528	270
453	45
775	168
346	434
257	420
23	354
889	40
841	293
108	15
37	100
354	91
159	282
541	356
295	55
725	149
157	56
964	219
911	125
927	180
235	262
339	240
917	134
688	137
171	410
240	277
801	225
352	62
579	433
482	2
951	24
497	205
602	285
808	391
926	189
950	124
864	275
500	43
682	352
726	242
604	297
539	210
838	182
54	103
286	428
899	6
139	298
942	246
128	30
157	144
672	231
788	14
714	158
503	24
76	240
202	77
961	323
339	312
97	114
832	353
120	116
424	192
203	253
693	385
883	140
297	240
178	248
276	362
535	9
283	280
961	22
736	23
774	28
257	142
274	12
250	137
605	214
546	422
351	280
844	239
175	319
620	184
247	256
715	381
648	295
55	109
728	271
441	350
873	394
59	306
439	365
453	260
884	154
117	144
924	339
672	438
839	170
141	312
631	385
11	151
46	85
422	289
595	301
355	232
131	262
386	320
88	410
679	32
682	95
575	294
575	62
203	236
446	450
355	36
768	169
107	177
161	325
366	235
891	14
479	353
791	442
727	448
251	428
935	238
275	358
191	256
698	333
779	310
188	210
24	17
565	379
78	216
355	214
368	108
114	29
445	387
65	237
855	416
116	100
865	398
916	379
266	187
205	399
958	88
709	1
621	202
549	237
528	38
257	449
83	56
392	74
686	121
798	29
689	301
231	112
887	314
93	329
318	187
129	364
340	185
594	307
336	303
499	437
184	114
326	168
308	220
858	13
106	363
893	282
852	153
58	16
512	330
720	45
657	30
739	384
704	108
12	363
705	71
798	32
26	335
190	398
529	216
815	269
819	76
198	151
257	34
289	433
484	102
689	395
128	164
578	268
400	265
490	223
637	254
499	184
210	208
141	362
949	381
895	2
643	269
24	159
728	132
728	26
153	131
922	344
611	151
867	332
321	3
732	430
471	438
82	388
966	332
606	39
668	85
352	230
782	245
927	374
346	267
731	159
47	383
509	253
564	124
951	436
360	11
842	295
754	246
125	298
641	160
222	435
777	321
477	282
894	411
45	317
157	198
977	15
457	1
60	333
282	347
306	195
517	208
413	448
777	396
332	428
99	173
200	97
609	60
964	26
213	249
948	263
590	279
678	77
286	2
247	180
141	338
280	333
207	35
468	122
721	429
195	16
491	149
184	252
99	234
826	318
121	50
860	266
547	225
32	436
10	221
842	261
270	293
334	114
44	205
465	310
193	194
820	154
263	257
558	278
838	115
371	354
711	49
925	439
465	169
736	276
973	256
702	95
151	320
549	113
238	19
717	243
984	54
651	117
593	226
437	156
773	4
201	277
755	183
940	351
726	374
249	109
849	82
603	20
419	278
8	216
681	173
284	145
461	146
491	391
934	51
330	359
869	295
893	421
786	101
492	85
464	247
931	439
886	331
896	1
44	287
468	9
815	28
488	55
663	266
242	433
628	309
850	301
846	90
682	4
884	281
833	54
38	300
654	361
611	289
824	303
463	310
946	392
783	343
115	38
529	309
168	363
126	292
375	351
157	23
150	65
755	376
667	280
348	68
294	285
943	362
979	423
547	290
178	336
591	256
613	262
627	373
632	311
946	219
447	234
124	354
385	52
872	42
184	141
470	125
590	191
140	411
275	343
499	302
878	416
950	160
6	438
940	30
221	450
496	425
206	158
614	331
608	411
163	201
612	372
627	347
447	200
85	190
445	367
726	398
675	89
135	325
163	313
660	160
639	310
872	138
149	336
257	126
355	201
498	201
