543	446
549	441
543	347
618	98
637	170
29	88
207	259
750	435
423	160
677	309
9	406
312	228
598	79
686	307
806	18
225	174
267	435
522	436
175	63
548	61
542	297
151	380
654	99
906	153
459	191
865	164
374	286
307	198
145	222
26	265
859	333
203	271
841	97
947	212
806	119
488	360
7	367
550	231
734	385
596	64
404	230
592	222
662	123
373	337
972	264
227	391
500	23
978	109
353	72
504	130
686	274
117	134
186	165
627	333
510	182
350	56
880	220
17	165
924	207
8	88
95	267
796	319
243	8
241	85
986	47
67	428
224	409
346	430
645	119
196	175
91	340
881	396
698	174
687	401
603	358
363	382
61	236
813	40
569	87
344	332
428	379
873	315
612	391
257	284
149	165
951	213
319	26
710	268
350	10
700	102
